crop_id,image_id,split,crop_path,label,damage,pixels,x0,y0,x1,y1,paired
midwest-flooding_00000020_pair_c1_00,midwest-flooding_00000020,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000020_pair_c1_00.png,0,no-damage,5990,201,3,270,213,True
midwest-flooding_00000020_pair_c1_01,midwest-flooding_00000020,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000020_pair_c1_01.png,0,no-damage,5809,28,0,101,208,True
midwest-flooding_00000020_pair_c1_02,midwest-flooding_00000020,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000020_pair_c1_02.png,0,no-damage,4405,284,118,407,223,True
midwest-flooding_00000020_pair_c1_03,midwest-flooding_00000020,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000020_pair_c1_03.png,0,no-damage,3102,75,125,208,193,True
midwest-flooding_00000020_pair_c1_04,midwest-flooding_00000020,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000020_pair_c1_04.png,0,no-damage,3048,77,18,209,84,True
midwest-flooding_00000020_pair_c1_05,midwest-flooding_00000020,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000020_pair_c1_05.png,0,no-damage,2800,828,22,911,123,True
midwest-flooding_00000020_pair_c2_00,midwest-flooding_00000020,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000020_pair_c2_00.png,1,minor-damage,1792,881,847,966,921,True
midwest-flooding_00000020_pair_c2_01,midwest-flooding_00000020,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000020_pair_c2_01.png,1,minor-damage,1350,821,692,886,783,True
hurricane-florence_00000449_pair_c1_00,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c1_00.png,0,no-damage,989,63,123,148,184,True
hurricane-florence_00000449_pair_c1_01,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c1_01.png,0,no-damage,571,39,226,116,280,True
hurricane-florence_00000449_pair_c1_02,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c1_02.png,0,no-damage,454,645,88,705,148,True
hurricane-florence_00000449_pair_c1_03,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c1_03.png,0,no-damage,419,0,229,34,293,True
hurricane-florence_00000449_pair_c2_00,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c2_00.png,1,minor-damage,1953,691,941,783,1024,True
hurricane-florence_00000449_pair_c2_01,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c2_01.png,1,minor-damage,1813,624,295,713,385,True
hurricane-florence_00000449_pair_c2_02,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c2_02.png,1,minor-damage,1555,766,348,853,421,True
hurricane-florence_00000449_pair_c2_03,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c2_03.png,1,minor-damage,751,823,345,887,411,True
hurricane-florence_00000449_pair_c3_00,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c3_00.png,2,major-damage,2601,177,444,275,542,True
hurricane-florence_00000449_pair_c3_01,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c3_01.png,2,major-damage,1062,882,455,960,531,True
hurricane-florence_00000449_pair_c3_02,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c3_02.png,2,major-damage,900,255,567,321,639,True
hurricane-florence_00000449_pair_c3_03,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c3_03.png,2,major-damage,899,10,585,71,649,True
hurricane-florence_00000449_pair_c3_04,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c3_04.png,2,major-damage,790,604,568,679,633,True
hurricane-florence_00000449_pair_c3_05,hurricane-florence_00000449,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000449_pair_c3_05.png,2,major-damage,766,559,624,630,692,True
hurricane-michael_00000239_pair_c1_00,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c1_00.png,0,no-damage,3098,428,215,529,315,True
hurricane-michael_00000239_pair_c1_01,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c1_01.png,0,no-damage,3034,649,585,747,664,True
hurricane-michael_00000239_pair_c1_02,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c1_02.png,0,no-damage,2824,648,308,742,393,True
hurricane-michael_00000239_pair_c1_03,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c1_03.png,0,no-damage,2740,644,133,742,216,True
hurricane-michael_00000239_pair_c1_04,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c1_04.png,0,no-damage,2534,648,462,736,548,True
hurricane-michael_00000239_pair_c1_05,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c1_05.png,0,no-damage,2521,320,376,399,474,True
hurricane-michael_00000239_pair_c2_00,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c2_00.png,1,minor-damage,1437,436,600,528,666,True
hurricane-michael_00000239_pair_c2_01,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c2_01.png,1,minor-damage,1222,203,219,285,278,True
hurricane-michael_00000239_pair_c2_02,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c2_02.png,1,minor-damage,1174,310,772,390,847,True
hurricane-michael_00000239_pair_c2_03,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c2_03.png,1,minor-damage,1141,540,303,627,379,True
hurricane-michael_00000239_pair_c2_04,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c2_04.png,1,minor-damage,1091,5,161,82,218,True
hurricane-michael_00000239_pair_c2_05,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c2_05.png,1,minor-damage,1066,346,919,413,989,True
hurricane-michael_00000239_pair_c3_00,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c3_00.png,2,major-damage,1451,101,670,183,752,True
hurricane-michael_00000239_pair_c3_01,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c3_01.png,2,major-damage,913,134,497,194,570,True
hurricane-michael_00000239_pair_c3_02,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c3_02.png,2,major-damage,890,128,383,206,436,True
hurricane-michael_00000239_pair_c3_03,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c3_03.png,2,major-damage,768,209,453,271,512,True
hurricane-michael_00000239_pair_c3_04,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c3_04.png,2,major-damage,740,345,154,408,215,True
hurricane-michael_00000239_pair_c3_05,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c3_05.png,2,major-damage,723,967,143,1024,211,True
hurricane-michael_00000239_pair_c4_00,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c4_00.png,3,destroyed,1252,212,271,289,341,True
hurricane-michael_00000239_pair_c4_01,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c4_01.png,3,destroyed,649,138,609,199,666,True
hurricane-michael_00000239_pair_c4_02,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c4_02.png,3,destroyed,629,850,614,916,670,True
hurricane-michael_00000239_pair_c4_03,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c4_03.png,3,destroyed,613,137,732,198,788,True
hurricane-michael_00000239_pair_c4_04,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c4_04.png,3,destroyed,585,880,748,941,801,True
hurricane-michael_00000239_pair_c4_05,hurricane-michael_00000239,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000239_pair_c4_05.png,3,destroyed,515,485,952,537,1016,True
mexico-earthquake_00000030_pair_c1_00,mexico-earthquake_00000030,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000030_pair_c1_00.png,0,no-damage,40492,786,0,1024,363,True
mexico-earthquake_00000030_pair_c1_01,mexico-earthquake_00000030,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000030_pair_c1_01.png,0,no-damage,30816,164,0,458,282,True
mexico-earthquake_00000030_pair_c1_02,mexico-earthquake_00000030,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000030_pair_c1_02.png,0,no-damage,21873,853,397,1024,689,True
mexico-earthquake_00000030_pair_c1_03,mexico-earthquake_00000030,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000030_pair_c1_03.png,0,no-damage,18588,0,0,146,233,True
mexico-earthquake_00000030_pair_c1_04,mexico-earthquake_00000030,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000030_pair_c1_04.png,0,no-damage,17513,493,58,746,254,True
mexico-earthquake_00000030_pair_c1_05,mexico-earthquake_00000030,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000030_pair_c1_05.png,0,no-damage,15510,0,220,173,513,True
hurricane-matthew_00000285_pair_c3_00,hurricane-matthew_00000285,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000285_pair_c3_00.png,2,major-damage,323,320,572,374,626,True
hurricane-matthew_00000285_pair_c3_01,hurricane-matthew_00000285,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000285_pair_c3_01.png,2,major-damage,225,979,499,1024,551,True
hurricane-matthew_00000285_pair_c4_00,hurricane-matthew_00000285,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000285_pair_c4_00.png,3,destroyed,182,625,146,670,192,True
hurricane-matthew_00000285_pair_c4_01,hurricane-matthew_00000285,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000285_pair_c4_01.png,3,destroyed,62,370,675,413,718,True
socal-fire_00001066_pair_c1_00,socal-fire_00001066,train,outputs\real_processed\damage_pair_crops\socal-fire_00001066_pair_c1_00.png,0,no-damage,9997,405,460,559,600,True
socal-fire_00001066_pair_c1_01,socal-fire_00001066,train,outputs\real_processed\damage_pair_crops\socal-fire_00001066_pair_c1_01.png,0,no-damage,7831,932,317,1024,477,True
socal-fire_00001066_pair_c1_02,socal-fire_00001066,train,outputs\real_processed\damage_pair_crops\socal-fire_00001066_pair_c1_02.png,0,no-damage,3975,761,435,888,565,True
socal-fire_00001066_pair_c1_03,socal-fire_00001066,train,outputs\real_processed\damage_pair_crops\socal-fire_00001066_pair_c1_03.png,0,no-damage,3641,332,508,438,645,True
socal-fire_00001066_pair_c1_04,socal-fire_00001066,train,outputs\real_processed\damage_pair_crops\socal-fire_00001066_pair_c1_04.png,0,no-damage,3577,5,474,126,603,True
socal-fire_00001066_pair_c1_05,socal-fire_00001066,train,outputs\real_processed\damage_pair_crops\socal-fire_00001066_pair_c1_05.png,0,no-damage,2826,147,391,235,505,True
hurricane-harvey_00000174_pair_c2_00,hurricane-harvey_00000174,train,outputs\real_processed\damage_pair_crops\hurricane-harvey_00000174_pair_c2_00.png,1,minor-damage,136,757,168,798,216,True
hurricane-michael_00000152_pair_c1_00,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c1_00.png,0,no-damage,3700,370,128,449,244,True
hurricane-michael_00000152_pair_c1_01,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c1_01.png,0,no-damage,2598,343,318,417,431,True
hurricane-michael_00000152_pair_c1_02,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c1_02.png,0,no-damage,2517,471,9,544,127,True
hurricane-michael_00000152_pair_c1_03,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c1_03.png,0,no-damage,2333,16,41,109,133,True
hurricane-michael_00000152_pair_c1_04,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c1_04.png,0,no-damage,1783,213,696,293,773,True
hurricane-michael_00000152_pair_c1_05,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c1_05.png,0,no-damage,1590,26,589,104,671,True
hurricane-michael_00000152_pair_c2_00,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c2_00.png,1,minor-damage,2084,812,277,903,358,True
hurricane-michael_00000152_pair_c2_01,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c2_01.png,1,minor-damage,1550,469,369,553,438,True
hurricane-michael_00000152_pair_c2_02,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c2_02.png,1,minor-damage,1470,144,29,223,97,True
hurricane-michael_00000152_pair_c2_03,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c2_03.png,1,minor-damage,1272,142,557,219,623,True
hurricane-michael_00000152_pair_c2_04,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c2_04.png,1,minor-damage,1257,45,765,131,821,True
hurricane-michael_00000152_pair_c2_05,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c2_05.png,1,minor-damage,1205,184,120,248,198,True
hurricane-michael_00000152_pair_c3_00,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c3_00.png,2,major-damage,2564,863,941,1004,1024,True
hurricane-michael_00000152_pair_c3_01,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c3_01.png,2,major-damage,1996,766,717,872,788,True
hurricane-michael_00000152_pair_c3_02,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c3_02.png,2,major-damage,1542,136,412,225,485,True
hurricane-michael_00000152_pair_c3_03,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c3_03.png,2,major-damage,1290,6,514,72,612,True
hurricane-michael_00000152_pair_c3_04,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c3_04.png,2,major-damage,1197,440,0,514,59,True
hurricane-michael_00000152_pair_c3_05,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c3_05.png,2,major-damage,1140,365,823,436,891,True
hurricane-michael_00000152_pair_c4_00,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c4_00.png,3,destroyed,1007,355,765,426,829,True
hurricane-michael_00000152_pair_c4_01,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c4_01.png,3,destroyed,557,203,664,265,720,True
hurricane-michael_00000152_pair_c4_02,hurricane-michael_00000152,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000152_pair_c4_02.png,3,destroyed,166,710,700,759,743,True
hurricane-florence_00000096_pair_c1_00,hurricane-florence_00000096,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000096_pair_c1_00.png,0,no-damage,13234,258,604,433,822,True
hurricane-florence_00000096_pair_c1_01,hurricane-florence_00000096,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000096_pair_c1_01.png,0,no-damage,11692,306,784,478,978,True
hurricane-florence_00000096_pair_c1_02,hurricane-florence_00000096,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000096_pair_c1_02.png,0,no-damage,8082,848,479,976,637,True
hurricane-florence_00000096_pair_c1_03,hurricane-florence_00000096,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000096_pair_c1_03.png,0,no-damage,7477,483,228,615,381,True
hurricane-florence_00000096_pair_c1_04,hurricane-florence_00000096,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000096_pair_c1_04.png,0,no-damage,6449,656,291,809,406,True
hurricane-florence_00000096_pair_c1_05,hurricane-florence_00000096,train,outputs\real_processed\damage_pair_crops\hurricane-florence_00000096_pair_c1_05.png,0,no-damage,6437,193,821,339,1015,True
socal-fire_00000106_pair_c4_00,socal-fire_00000106,train,outputs\real_processed\damage_pair_crops\socal-fire_00000106_pair_c4_00.png,3,destroyed,1848,583,245,687,335,True
socal-fire_00000106_pair_c4_01,socal-fire_00000106,train,outputs\real_processed\damage_pair_crops\socal-fire_00000106_pair_c4_01.png,3,destroyed,137,960,827,1006,872,True
socal-fire_00000106_pair_c4_02,socal-fire_00000106,train,outputs\real_processed\damage_pair_crops\socal-fire_00000106_pair_c4_02.png,3,destroyed,56,676,548,717,589,True
hurricane-matthew_00000050_pair_c1_00,hurricane-matthew_00000050,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000050_pair_c1_00.png,0,no-damage,267,9,698,65,752,True
hurricane-matthew_00000050_pair_c1_01,hurricane-matthew_00000050,train,outputs\real_processed\damage_pair_crops\hurricane-matthew_00000050_pair_c1_01.png,0,no-damage,186,74,565,127,616,True
midwest-flooding_00000191_pair_c1_00,midwest-flooding_00000191,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000191_pair_c1_00.png,0,no-damage,2174,123,259,215,335,True
midwest-flooding_00000191_pair_c1_01,midwest-flooding_00000191,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000191_pair_c1_01.png,0,no-damage,2117,227,231,302,313,True
midwest-flooding_00000191_pair_c1_02,midwest-flooding_00000191,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000191_pair_c1_02.png,0,no-damage,1562,707,454,781,545,True
midwest-flooding_00000191_pair_c1_03,midwest-flooding_00000191,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000191_pair_c1_03.png,0,no-damage,1382,667,549,742,629,True
midwest-flooding_00000191_pair_c1_04,midwest-flooding_00000191,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000191_pair_c1_04.png,0,no-damage,365,605,978,663,1024,True
midwest-flooding_00000191_pair_c1_05,midwest-flooding_00000191,train,outputs\real_processed\damage_pair_crops\midwest-flooding_00000191_pair_c1_05.png,0,no-damage,363,648,510,701,567,True
santa-rosa-wildfire_00000067_pair_c1_00,santa-rosa-wildfire_00000067,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000067_pair_c1_00.png,0,no-damage,1024,135,417,199,481,True
santa-rosa-wildfire_00000067_pair_c1_01,santa-rosa-wildfire_00000067,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000067_pair_c1_01.png,0,no-damage,450,35,840,96,889,True
santa-rosa-wildfire_00000067_pair_c1_02,santa-rosa-wildfire_00000067,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000067_pair_c1_02.png,0,no-damage,429,133,397,198,443,True
santa-rosa-wildfire_00000067_pair_c1_03,santa-rosa-wildfire_00000067,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000067_pair_c1_03.png,0,no-damage,287,654,971,716,1024,True
santa-rosa-wildfire_00000067_pair_c4_00,santa-rosa-wildfire_00000067,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000067_pair_c4_00.png,3,destroyed,2881,17,676,140,779,True
santa-rosa-wildfire_00000067_pair_c4_01,santa-rosa-wildfire_00000067,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000067_pair_c4_01.png,3,destroyed,2760,4,426,93,526,True
santa-rosa-wildfire_00000067_pair_c4_02,santa-rosa-wildfire_00000067,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000067_pair_c4_02.png,3,destroyed,1220,660,793,731,870,True
santa-rosa-wildfire_00000067_pair_c4_03,santa-rosa-wildfire_00000067,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000067_pair_c4_03.png,3,destroyed,965,391,899,459,969,True
santa-rosa-wildfire_00000067_pair_c4_04,santa-rosa-wildfire_00000067,train,outputs\real_processed\damage_pair_crops\santa-rosa-wildfire_00000067_pair_c4_04.png,3,destroyed,280,446,899,503,953,True
hurricane-michael_00000100_pair_c1_00,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c1_00.png,0,no-damage,2130,462,36,563,133,True
hurricane-michael_00000100_pair_c1_01,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c1_01.png,0,no-damage,1517,340,40,426,108,True
hurricane-michael_00000100_pair_c1_02,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c1_02.png,0,no-damage,1397,0,862,42,967,True
hurricane-michael_00000100_pair_c1_03,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c1_03.png,0,no-damage,1082,651,569,727,641,True
hurricane-michael_00000100_pair_c1_04,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c1_04.png,0,no-damage,879,0,951,41,1024,True
hurricane-michael_00000100_pair_c1_05,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c1_05.png,0,no-damage,664,0,784,39,850,True
hurricane-michael_00000100_pair_c2_00,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c2_00.png,1,minor-damage,2711,556,899,672,985,True
hurricane-michael_00000100_pair_c2_01,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c2_01.png,1,minor-damage,2587,0,160,103,229,True
hurricane-michael_00000100_pair_c2_02,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c2_02.png,1,minor-damage,1093,278,46,337,123,True
hurricane-michael_00000100_pair_c2_03,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c2_03.png,1,minor-damage,838,43,478,104,556,True
hurricane-michael_00000100_pair_c2_04,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c2_04.png,1,minor-damage,740,412,37,480,94,True
hurricane-michael_00000100_pair_c2_05,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c2_05.png,1,minor-damage,354,7,584,67,631,True
hurricane-michael_00000100_pair_c3_00,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c3_00.png,2,major-damage,2976,183,208,301,320,True
hurricane-michael_00000100_pair_c3_01,hurricane-michael_00000100,train,outputs\real_processed\damage_pair_crops\hurricane-michael_00000100_pair_c3_01.png,2,major-damage,2934,13,230,125,300,True
mexico-earthquake_00000184_pair_c1_00,mexico-earthquake_00000184,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000184_pair_c1_00.png,0,no-damage,6365,214,338,375,464,True
mexico-earthquake_00000184_pair_c1_01,mexico-earthquake_00000184,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000184_pair_c1_01.png,0,no-damage,5513,910,245,1024,371,True
mexico-earthquake_00000184_pair_c1_02,mexico-earthquake_00000184,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000184_pair_c1_02.png,0,no-damage,5136,131,390,308,508,True
mexico-earthquake_00000184_pair_c1_03,mexico-earthquake_00000184,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000184_pair_c1_03.png,0,no-damage,4987,43,52,220,202,True
mexico-earthquake_00000184_pair_c1_04,mexico-earthquake_00000184,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000184_pair_c1_04.png,0,no-damage,4034,930,133,1024,280,True
mexico-earthquake_00000184_pair_c1_05,mexico-earthquake_00000184,train,outputs\real_processed\damage_pair_crops\mexico-earthquake_00000184_pair_c1_05.png,0,no-damage,3567,0,377,90,497,True
socal-fire_00001330_pair_c1_00,socal-fire_00001330,train,outputs\real_processed\damage_pair_crops\socal-fire_00001330_pair_c1_00.png,0,no-damage,6676,407,700,557,841,True
socal-fire_00001330_pair_c1_01,socal-fire_00001330,train,outputs\real_processed\damage_pair_crops\socal-fire_00001330_pair_c1_01.png,0,no-damage,5605,718,14,887,123,True
socal-fire_00001330_pair_c1_02,socal-fire_00001330,train,outputs\real_processed\damage_pair_crops\socal-fire_00001330_pair_c1_02.png,0,no-damage,5210,0,774,111,905,True
